onset,pitch,duration,staff
0.0,76,2.7244290937499995,1.0
0.0,70,2.7244290937499995,1.0
0.0,67,2.7244290937499995,1.0
0.0,64,2.7244290937499995,1.0
2.72727,77,0.5937494062499997,1.0
2.72727,69,0.5937494062499997,1.0
2.72727,65,0.5937494062499997,1.0
5.45454,71,2.7244290937499986,1.0
5.45454,65,2.7244290937499986,1.0
5.45454,62,2.7244290937499986,1.0
8.181809999999999,72,0.5937494062499997,1.0
8.181809999999999,64,0.5937494062499997,1.0
8.181809999999999,60,0.5937494062499997,1.0
10.90908,78,4.006192004166667,1.0
10.90908,72,4.006192004166667,1.0
10.90908,69,4.006192004166667,1.0
10.90908,66,4.006192004166667,1.0
14.91838,78,2.7190889374999987,1.0
14.91838,72,2.7190889374999987,1.0
14.91838,69,2.7190889374999987,1.0
14.91838,66,2.7190889374999987,1.0
17.64081,78,4.141587677083333,1.0
17.64081,72,4.141587677083333,1.0
17.64081,69,4.141587677083333,1.0
17.64081,66,4.141587677083333,1.0
16.363619999999997,79,2.0426115937499993,1.0
16.363619999999997,71,2.0426115937499993,1.0
16.363619999999997,67,2.0426115937499993,1.0
23.181794999999997,77,1.3607940937499983,1.0
24.545429999999996,74,1.3607940937500018,1.0
27.142849,71,1.336309122916667,1.0
27.264432,67,1.3040118104166645,1.0
27.264432,79,1.3690620937499958,1.0
28.57142,67,0.4029828437499958,1.0
28.977243749999996,78,0.3380678437500002,1.0
28.977243749999996,66,0.3380678437500002,1.0
28.636334999999995,79,0.6789765937500007,1.0
29.318152499999997,67,0.3380678437500002,1.0
29.318152499999997,79,0.5937494062500015,1.0
29.659061249999997,78,0.3380678437500002,1.0
29.659061249999997,66,0.3380678437500002,1.0
29.999969999999998,79,0.3352269374999999,1.0
29.999969999999998,67,0.3352269374999999,1.0
30.681787499999995,79,0.3352269374999999,1.0
30.681787499999995,67,0.3352269374999999,1.0
29.999969999999998,76,1.3607940937499983,1.0
31.363604999999996,79,0.3352269374999999,1.0
31.363604999999996,67,0.3352269374999999,1.0
33.5714185,79,0.279761820833329,1.0
33.5714185,67,0.279761820833329,1.0
31.363604999999996,72,2.561980060416669,1.0
34.75605875,73,0.2926825999999991,1.0
35.121912,74,-1.3747866562500022,1.0
33.74996624999999,77,0.16761346875000527,1.0
33.920420625,76,0.16761346874999816,1.0
35.121912,67,-1.0338779062500052,1.0
35.121912,65,-1.0338779062500052,1.0
35.121912,79,0.32975709374999695,1.0
34.090875,74,2.0769430604166743,1.0
36.170688750000004,73,0.8118970854166605,1.0
34.090875,67,2.891710835416667,1.0
34.090875,65,2.891710835416667,1.0
36.9854935,74,0.91996888125,1.0
37.90841474999999,76,1.0396167687500082,1.0
36.9854935,67,1.9625380187500028,1.0
38.951037,77,1.1732369104166622,1.0
38.951037,74,1.1732369104166622,1.0
38.951037,65,1.1732369104166622,1.0
40.12734175,79,1.3240627541666612,1.0
40.12734175,76,1.3240627541666612,1.0
40.12734175,67,1.3240627541666612,1.0
41.454544999999996,81,1.4959002499999983,1.0
41.454544999999996,77,1.4959002499999983,1.0
41.454544999999996,69,1.4959002499999983,1.0
42.953669999999995,77,1.616993150000006,1.0
42.953669999999995,74,1.616993150000006,1.0
42.953669999999995,65,1.616993150000006,1.0
39.069744,76,1.3924410250000037,1.0
39.069744,72,1.3924410250000037,1.0
39.069744,64,1.3924410250000037,1.0
41.428559,91,1.425594810416662,1.0
41.428559,88,1.425594810416662,1.0
41.428559,84,1.425594810416662,1.0
41.428559,79,1.425594810416662,1.0
44.99996999999999,74,1.496874002083338,1.0
44.99996999999999,69,1.496874002083338,1.0
44.99996999999999,62,1.496874002083338,1.0
53.142804,89,1.7107125750000023,1.0
53.142804,86,1.7107125750000023,1.0
53.142804,81,1.7107125750000023,1.0
53.142804,77,1.7107125750000023,1.0
43.63632,88,2.042611593749996,1.0
43.63632,84,2.042611593749996,1.0
43.63632,76,2.042611593749996,1.0
45.681772499999994,91,0.6079539374999996,1.0
45.681772499999994,88,0.6079539374999996,1.0
45.681772499999994,79,0.6079539374999996,1.0
46.363589999999995,91,2.439750260416666,1.0
46.363589999999995,88,2.439750260416666,1.0
46.363589999999995,79,2.439750260416666,1.0
48.806287499999996,89,3.4113391229166723,1.0
48.806287499999996,86,3.4113391229166723,1.0
48.806287499999996,77,3.4113391229166723,1.0
52.220735000000005,88,4.721508622916659,1.0
